"wheelName","dumpster","month","year","date","weightTons","volumeYards3","plasticBottles","foamContainers","cigButts","glassBottles","plasticBags","wrappers","sportsBalls","homesPowered"
"Captain Trash Wheel",5,"October",2018,"2018-10-15",1.44,10,920,940,6400,..,2100,..,..,24
"Captain Trash Wheel",6,"December",2018,"2018-12-14",0.66,8,1010,650,3500,..,920,..,..,11
"Captain Trash Wheel",7,"March",2019,"2019-03-07",0.98,8,680,940,2100,..,1200,..,..,16.333333333333332
"Captain Trash Wheel",8,"April",2019,"2019-04-24",1.8,10,1800,750,4200,..,1650,..,..,30
"Captain Trash Wheel",9,"May",2019,"2019-05-31",2.17,10,2700,1050,4700,..,1900,..,..,36.166666666666664
"Captain Trash Wheel",10,"August",2019,"2019-08-08",1.21,9,950,680,2800,..,1450,..,..,20.166666666666668
"Captain Trash Wheel",11,"November",2019,"2019-11-04",1.23,10,103,3100,1800,..,4200,..,..,20.5
"Captain Trash Wheel",12,"January",2020,"2020-01-30",0.82,8,1850,950,3300,..,1480,..,..,13.666666666666666
"Captain Trash Wheel",13,"April",2020,"2020-04-23",0.84,10,1200,1100,2100,..,2050,..,..,14
"Captain Trash Wheel",14,"June",2020,"2020-06-12",1.18,10,1050,750,1800,..,1500,..,..,19.666666666666668
"Captain Trash Wheel",15,"August",2020,"2020-08-03",0.68,8,1860,940,3100,..,1040,..,..,11.333333333333334
"Captain Trash Wheel",16,"August",2020,"2020-08-18",1.08,10,1180,780,4800,..,2020,..,..,18
"Captain Trash Wheel",17,"November",2020,"2020-11-13",1.19,10,1050,580,3700,..,1100,..,..,19.833333333333332
"Captain Trash Wheel",18,"January",2021,"2021-01-04",1.2,10,1420,840,4200,..,1400,..,..,20
"Captain Trash Wheel",19,"April",2021,"2021-04-15",1.22,10,1800,740,2400,..,1500,..,..,20.333333333333332
"Captain Trash Wheel",20,"June",2021,"2021-06-15",1.61,10,1500,340,3600,..,1250,..,..,26.833333333333332
"Captain Trash Wheel",21,"July",2021,"2021-07-21",1.12,10,1200,300,3200,..,1000,..,..,18.666666666666668
"Captain Trash Wheel",22,"September",2021,"2021-09-02",1,10,860,280,2400,..,980,..,..,16.666666666666668
"Captain Trash Wheel",23,"October",2021,"2021-10-28",1.01,10,640,320,2900,..,850,..,..,16.833333333333332
"Captain Trash Wheel",24,"March",2022,"2022-03-25",1.2,10,1400,200,3200,..,1300,..,..,20
"Captain Trash Wheel",25,"June",2022,"2022-06-22",1.09,10,980,240,2800,..,1100,..,..,18.166666666666668
"Captain Trash Wheel",26,"October",2022,"2022-10-12",1.05,10,2100,320,3900,..,880,..,..,17.5
"Gwynnda Trash Wheel",1,"July",2021,"2021-07-03",0.93,15,1200,..,3400,..,1800,..,..,15.5
"Gwynnda Trash Wheel",2,"July",2021,"2021-07-07",2.26,15,2000,..,3900,..,2200,..,..,37.666666666666664
"Gwynnda Trash Wheel",3,"July",2021,"2021-07-07",1.62,15,1800,..,2900,..,2400,..,..,27
"Gwynnda Trash Wheel",4,"July",2021,"2021-07-16",1.76,15,1000,..,2100,..,1800,..,..,29.333333333333332
"Gwynnda Trash Wheel",5,"July",2021,"2021-07-30",1.53,15,2100,..,4000,..,2700,..,..,25.5
"Gwynnda Trash Wheel",6,"August",2021,"2021-08-11",2.06,15,2400,..,3900,..,3000,..,..,34.333333333333336
"Gwynnda Trash Wheel",7,"August",2021,"2021-08-14",1.9,15,2700,..,4200,..,3200,..,..,25.5
"Gwynnda Trash Wheel",8,"August",2021,"2021-08-16",2.16,15,3000,..,4000,..,3600,..,..,36
"Gwynnda Trash Wheel",9,"August",2021,"2021-08-16",2.6,15,980,..,1800,..,1000,..,..,43.333333333333336
"Gwynnda Trash Wheel",10,"August",2021,"2021-08-17",3.21,15,240,..,400,..,360,..,..,53.5
"Gwynnda Trash Wheel",11,"August",2021,"2021-08-17",2.44,15,840,..,1200,..,1500,..,..,40.666666666666664
"Gwynnda Trash Wheel",12,"August",2021,"2021-08-18",2.62,15,1800,..,3600,..,3000,..,..,43.666666666666664
"Gwynnda Trash Wheel",13,"August",2021,"2021-08-19",2.92,15,1000,..,3200,..,2400,..,..,48.666666666666664
"Gwynnda Trash Wheel",14,"August",2021,"2021-08-19",2.93,15,500,..,1200,..,1000,..,..,48.833333333333336
"Gwynnda Trash Wheel",15,"August",2021,"2021-08-20",3.31,15,12,..,400,..,320,..,..,55.166666666666664
"Gwynnda Trash Wheel",16,"August",2021,"2021-08-24",2.7,15,2400,..,3800,..,3200,..,..,45
"Gwynnda Trash Wheel",17,"August",2021,"2021-08-25",2.1,15,1000,..,2700,..,2200,..,..,35
"Gwynnda Trash Wheel",18,"September",2021,"2021-09-02",2.6,15,1800,..,2100,..,1200,..,..,43.333333333333336
"Gwynnda Trash Wheel",19,"September",2021,"2021-09-06",3.28,15,300,..,980,..,180,..,..,54.666666666666664
"Gwynnda Trash Wheel",20,"September",2021,"2021-09-10",2.89,15,2100,..,2700,..,1400,..,..,48.166666666666664
"Gwynnda Trash Wheel",21,"September",2021,"2021-09-18",2.49,15,2400,..,3200,..,900,..,..,41.5
"Gwynnda Trash Wheel",21,"September",2021,"2021-09-29",2.36,15,1200,..,2000,..,1200,..,..,39.333333333333336
"Gwynnda Trash Wheel",22,"October",2021,"2021-10-06",1.84,15,1800,..,2900,..,1000,..,..,30.666666666666668
"Gwynnda Trash Wheel",23,"October",2021,"2021-10-27",3.09,15,2100,..,3200,..,1400,..,..,51.5
"Gwynnda Trash Wheel",24,"October",2021,"2021-10-27",3.54,15,280,..,480,..,200,..,..,59
"Gwynnda Trash Wheel",25,"October",2021,"2021-10-27",2.25,15,480,..,1000,..,360,..,..,37.5
"Gwynnda Trash Wheel",26,"October",2021,"2021-10-29",3.38,15,150,..,800,..,100,..,..,56.333333333333336
"Gwynnda Trash Wheel",27,"October",2021,"2021-10-30",3.2,15,1400,..,2000,..,980,..,..,53.333333333333336
"Gwynnda Trash Wheel",28,"November",2021,"2021-11-01",3.71,15,980,..,1500,..,200,..,..,61.833333333333336
"Gwynnda Trash Wheel",29,"November",2021,"2021-11-01",4.06,15,40,..,200,..,40,..,..,67.66666666666666
"Gwynnda Trash Wheel",30,"November",2021,"2021-11-01",3.21,15,640,..,1200,..,480,..,..,53.5
"Gwynnda Trash Wheel",31,"November",2021,"2021-11-02",3.26,15,800,..,980,..,240,..,..,54.333333333333336
"Gwynnda Trash Wheel",32,"November",2021,"2021-11-02",3.95,15,1000,..,1800,..,400,..,..,65.83333333333333
"Gwynnda Trash Wheel",33,"November",2021,"2021-11-02",2.79,15,810,..,900,..,360,..,..,46.5
"Gwynnda Trash Wheel",34,"November",2021,"2021-11-02",3.02,15,500,..,1000,..,240,..,..,50.333333333333336
"Gwynnda Trash Wheel",35,"November",2021,"2021-11-03",2.97,15,1800,..,1800,..,300,..,..,49.5
"Gwynnda Trash Wheel",36,"November",2021,"2021-11-03",3,15,840,..,1500,..,180,..,..,50
"Gwynnda Trash Wheel",37,"November",2021,"2021-11-03",3.23,15,500,..,1200,..,100,..,..,53.833333333333336
"Gwynnda Trash Wheel",38,"November",2021,"2021-11-03",3.36,15,1500,..,2000,..,360,..,..,56
"Gwynnda Trash Wheel",39,"November",2021,"2021-11-04",3.57,15,480,..,980,..,240,..,..,59.5
"Gwynnda Trash Wheel",40,"November",2021,"2021-11-04",3.27,15,1000,..,1800,..,360,..,..,54.5
"Gwynnda Trash Wheel",41,"November",2021,"2021-11-04",3.43,15,1200,..,2000,..,480,..,..,57.166666666666664
"Gwynnda Trash Wheel",42,"November",2021,"2021-11-04",3.91,15,450,..,1200,..,320,..,..,65.16666666666667
"Gwynnda Trash Wheel",43,"November",2021,"2021-11-05",3.76,15,280,..,1000,..,240,..,..,62.666666666666664
"Gwynnda Trash Wheel",44,"November",2021,"2021-11-05",4.13,15,150,..,980,..,180,..,..,68.83333333333333
"Gwynnda Trash Wheel",45,"November",2021,"2021-11-05",4.08,15,0,..,0,..,0,..,..,68
"Gwynnda Trash Wheel",46,"November",2021,"2021-11-05",4.02,15,0,..,0,..,0,..,..,66.99999999999999
"Gwynnda Trash Wheel",47,"November",2021,"2021-11-13",3.63,15,2100,..,3200,..,2100,..,..,60.5
"Gwynnda Trash Wheel",48,"November",2021,"2021-11-23",2.59,15,1800,..,5000,..,2400,..,..,43.166666666666664
"Gwynnda Trash Wheel",49,"December",2022,"2021-12-02",1.51,15,1400,..,4200,..,1000,..,..,25.166666666666668
"Gwynnda Trash Wheel",50,"December",2022,"2021-12-15",1.68,15,980,..,3000,..,980,..,..,28
"Gwynnda Trash Wheel",51,"January",2022,"2022-01-05",2.78,15,3000,..,3600,..,1200,..,..,46.333333333333336
"Gwynnda Trash Wheel",52,"January",2022,"2022-01-17",2.53,15,2400,..,4800,..,2000,..,..,42.166666666666664
"Gwynnda Trash Wheel",53,"January",2022,"2022-01-18",2.53,15,1100,..,2800,..,1600,..,..,42.166666666666664
"Gwynnda Trash Wheel",54,"January",2022,"2022-01-18",3.08,15,340,..,800,..,300,..,..,51.333333333333336
"Gwynnda Trash Wheel",55,"January",2022,"2022-01-20",2.75,15,1200,..,3200,..,2400,..,..,45.833333333333336
"Gwynnda Trash Wheel",56,"March",2022,"2022-03-09",0.77,5,600,..,1000,..,640,..,..,12.833333333333334
"Gwynnda Trash Wheel",57,"March",2022,"2022-03-10",2.76,15,2300,..,4200,..,1800,..,..,46
"Gwynnda Trash Wheel",58,"March",2022,"2022-03-10",2.46,15,1200,..,2700,..,1000,..,..,41
"Gwynnda Trash Wheel",59,"March",2022,"2022-03-26",2.8,15,3000,..,4900,..,1600,..,..,46.666666666666664
"Gwynnda Trash Wheel",60,"April",2022,"2022-04-07",2.82,15,4200,..,6400,..,2100,..,..,47
"Gwynnda Trash Wheel",61,"April",2022,"2022-04-07",1.99,15,1800,..,3200,..,980,..,..,33.166666666666664
"Gwynnda Trash Wheel",62,"April",2022,"2022-04-08",2.78,15,980,..,2200,..,1250,..,..,46.333333333333336
"Gwynnda Trash Wheel",63,"April",2022,"2022-04-08",2.83,15,2100,..,3600,..,1200,..,..,47.166666666666664
"Gwynnda Trash Wheel",64,"April",2022,"2022-04-16",2.26,15,3200,..,5200,..,2200,..,..,37.666666666666664
"Gwynnda Trash Wheel",65,"April",2022,"2022-04-16",2.13,15,1050,..,2000,..,900,..,..,35.5
"Gwynnda Trash Wheel",66,"April",2022,"2022-04-29",2.19,15,2700,..,4900,..,2000,..,..,36.5
"Gwynnda Trash Wheel",67,"May",2022,"2022-05-07",2.12,15,980,..,3500,..,1050,..,..,35.333333333333336
"Gwynnda Trash Wheel",68,"May",2022,"2022-05-10",3.93,15,1400,..,4200,..,1850,..,..,65.5
"Gwynnda Trash Wheel",69,"May",2022,"2022-05-10",3.59,15,800,..,1900,..,1000,..,..,59.833333333333336
"Gwynnda Trash Wheel",70,"May",2022,"2022-05-11",3.27,15,640,..,900,..,500,..,..,54.5
"Gwynnda Trash Wheel",71,"May",2022,"2022-05-12",3.22,15,240,..,500,..,200,..,..,53.666666666666664
"Gwynnda Trash Wheel",72,"May",2022,"2022-05-19",3.39,15,2100,..,3600,..,1300,..,..,56.5
"Gwynnda Trash Wheel",73,"May",2022,"2022-05-26",2.67,15,2800,..,4900,..,2000,..,..,44.5
"Gwynnda Trash Wheel",74,"June",2022,"2022-06-01",3.68,15,1600,..,3200,..,980,..,..,61.333333333333336
"Gwynnda Trash Wheel",75,"June",2022,"2022-06-01",2.95,15,1200,..,2100,..,420,..,..,49.166666666666664
"Gwynnda Trash Wheel",76,"June",2022,"2022-06-10",3,15,2200,..,3200,..,1200,..,..,50
"Gwynnda Trash Wheel",77,"June",2022,"2022-06-10",2.34,15,980,..,1000,..,560,..,..,39
"Gwynnda Trash Wheel",78,"June",2022,"2022-06-11",3.23,15,540,..,900,..,440,..,..,53.833333333333336
"Gwynnda Trash Wheel",79,"June",2022,"2022-06-11",3.07,15,320,..,980,..,360,..,..,51.166666666666664
"Gwynnda Trash Wheel",80,"June",2022,"2022-06-11",3.74,15,270,..,480,..,200,..,..,62.333333333333336
"Gwynnda Trash Wheel",81,"June",2022,"2022-06-13",3.39,15,1200,..,1400,..,360,..,..,56.5
"Gwynnda Trash Wheel",82,"June",2022,"2022-06-13",3.49,15,360,..,800,..,240,..,..,58.166666666666664
"Gwynnda Trash Wheel",83,"June",2022,"2022-06-13",3.4,15,120,..,480,..,180,..,..,56.666666666666664
"Gwynnda Trash Wheel",84,"June",2022,"2022-06-13",3.69,15,480,..,880,..,200,..,..,61.5
"Gwynnda Trash Wheel",85,"June",2022,"2022-06-14",3.55,15,0,..,0,..,0,..,..,59.166666666666664
"Gwynnda Trash Wheel",86,"June",2022,"2022-06-29",1,10,2400,..,2700,..,250,..,..,16.666666666666668
"Gwynnda Trash Wheel",87,"July",2022,"2022-07-05",3.23,15,3200,..,4900,..,1600,..,..,53.833333333333336
"Gwynnda Trash Wheel",88,"July",2022,"2022-07-05",3.08,15,2500,..,3700,..,1400,..,..,51.333333333333336
"Gwynnda Trash Wheel",89,"July",2022,"2022-07-06",3.07,15,1800,..,2200,..,720,..,..,51.166666666666664
"Gwynnda Trash Wheel",90,"July",2022,"2022-07-06",3.58,15,250,..,1000,..,240,..,..,59.666666666666664
"Gwynnda Trash Wheel",91,"July",2022,"2022-07-07",3.5,15,240,..,750,..,300,..,..,58.333333333333336
"Gwynnda Trash Wheel",92,"July",2022,"2022-07-07",3.09,15,640,..,1200,..,420,..,..,51.5
"Gwynnda Trash Wheel",93,"July",2022,"2022-07-07",3.56,15,180,..,500,..,240,..,..,59.333333333333336
"Gwynnda Trash Wheel",94,"July",2022,"2022-07-08",3.16,15,540,..,480,..,100,..,..,52.666666666666664
"Gwynnda Trash Wheel",95,"July",2022,"2022-07-08",4.18,15,0,..,0,..,0,..,..,69.66666666666667
"Gwynnda Trash Wheel",96,"July",2022,"2022-07-08",3.11,15,0,..,0,..,0,..,..,51.833333333333336
"Gwynnda Trash Wheel",97,"July",2022,"2022-07-15",2.83,15,2800,..,3200,..,1400,..,..,47.166666666666664
"Gwynnda Trash Wheel",98,"July",2022,"2022-07-18",2.82,15,1600,..,4000,..,900,..,..,47
"Gwynnda Trash Wheel",99,"July",2022,"2022-07-18",3.32,15,980,..,1200,..,640,..,..,55.333333333333336
"Gwynnda Trash Wheel",100,"July",2022,"2022-07-19",3.4,15,480,..,980,..,400,..,..,56.666666666666664
"Gwynnda Trash Wheel",101,"July",2022,"2022-07-19",3.68,15,720,..,1100,..,360,..,..,61.333333333333336
"Gwynnda Trash Wheel",102,"July",2022,"2022-07-19",3.5,15,0,..,0,..,0,..,..,58.333333333333336
"Gwynnda Trash Wheel",103,"July",2022,"2022-07-19",3.51,15,360,..,480,..,200,..,..,58.5
"Gwynnda Trash Wheel",104,"July",2022,"2022-07-21",3.29,15,2100,..,3600,..,950,..,..,54.833333333333336
"Gwynnda Trash Wheel",105,"July",2022,"2022-07-26",2.58,15,2900,..,4000,..,1500,..,..,43
"Gwynnda Trash Wheel",106,"August",2022,"2022-08-06",2.62,15,2100,..,3600,..,1600,..,..,43.666666666666664
"Gwynnda Trash Wheel",107,"August",2022,"2022-08-09",3.37,15,1800,..,2800,..,1000,..,..,56.166666666666664
"Gwynnda Trash Wheel",108,"September",2022,"2022-09-01",1.93,15,2900,..,3000,..,1100,..,..,32.166666666666664
"Gwynnda Trash Wheel",109,"September",2022,"2022-09-08",2.66,15,3200,..,3500,..,1400,..,..,44.333333333333336
"Gwynnda Trash Wheel",110,"September",2022,"2022-09-08",3.01,15,1800,..,2800,..,940,..,..,50.166666666666664
"Gwynnda Trash Wheel",111,"September",2022,"2022-09-10",3.78,15,1600,..,2100,..,1200,..,..,63
"Gwynnda Trash Wheel",112,"September",2022,"2022-09-14",3.4,15,2800,..,3400,..,1000,..,..,56.666666666666664
"Gwynnda Trash Wheel",113,"September",2022,"2022-09-15",3.19,15,1200,..,2000,..,920,..,..,53.166666666666664
"Gwynnda Trash Wheel",114,"September",2022,"2022-09-27",3.35,15,2100,..,2500,..,1200,..,..,55.833333333333336
"Gwynnda Trash Wheel",115,"October",2022,"2022-10-06",2.86,15,2500,..,3200,..,980,..,..,47.666666666666664
"Gwynnda Trash Wheel",116,"October",2022,"2022-10-17",2.87,15,1800,..,3900,..,1400,..,..,47.833333333333336
